PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
37055640,Tracking early lung cancer metastatic dissemination in TRACERx using ctDNA.,2023,"Pich, Oriol; Watkins, Thomas B K; Cook, Daniel E","Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.",Charles.Swanton@crick.ac.uk.
37046096,The evolution of lung cancer and impact of subclonal selection in TRACERx.,2023,"Frankell, Alexander M; Dietzen, Michelle; Al Bakir, Maise; Lim, Emilia L; Karasaki, Takahiro; Ward, Sophia; Colliver, Emma; Huebner, Ariana; Hill, Mark S; Grigoriadis, Kristiana; Moore, David A; Pich, Oriol; Watkins, Thomas B K; Cook, Daniel E; Wilson, Gareth A; Bailey, Chris; Angelova, Mihaela; Biswas, Dhruva; Rosenthal, Rachel; Puttick, Clare; Lee, Claudia; Russell, Peter; Birkbak, Nicolai J; Hiley, Crispin T; Swanton, Charles","Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Princess Alexandra Hospital, The Princess Alexandra Hospital NHS Trust, Harlow, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK. charles.swanton@crick.ac.uk.",charles.swanton@crick.ac.uk.
37046095,The evolution of non-small cell lung cancer metastases in TRACERx.,2023,"Watkins, Thomas B K; Pich, Oriol; Rowan, Andrew; Colliver, Emma; Hill, Mark S; Cook, Daniel E; Wilson, Gareth A; Van Loo, Peter","Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Genomics Laboratory, The Francis Crick Institute, London, UK.",Charles.Swanton@crick.ac.uk.
37046094,Antibodies against endogenous retroviruses promote lung cancer immunotherapy.,2023,"Ng, Kevin W; Boumelha, Jesse; Enfield, Katey S S; Almagro, Jorge; Pich, Oriol; Karasaki, Takahiro; Moore, David A; Young, George; Molina-Arcas, Miriam; de Carné Trécesson, Sophie; Anastasiou, Panayiotis; Fendler, Annika; Au, Lewis; Shepherd, Scott T C; Puttick, Clare; Watkins, Thomas B K; Faulkner, Nikhil; Attig, Jan; Ward, Sophia; Frankell, Alexander M; Al Bakir, Maise; Lim, Emilia L; Hill, Mark S; Wilson, Gareth A; Cook, Daniel E; Birkbak, Nicolai J; Behrens, Axel; Hiley, Crispin T; Turajlic, Samra; Swanton, Charles; Downward, Julian; Kassiotis, George","Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK.; Oncogene Biology Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Adult Stem Cell Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK.; Oncogene Biology Laboratory, The Francis Crick Institute, London, UK.; Oncogene Biology Laboratory, The Francis Crick Institute, London, UK.; Oncogene Biology Laboratory, The Francis Crick Institute, London, UK.; Cancer Dynamics Laboratory, The Francis Crick Institute, London, UK.; Cancer Dynamics Laboratory, The Francis Crick Institute, London, UK.; Cancer Dynamics Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK.; Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Adult Stem Cell Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK.; Cancer Dynamics Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK. charles.swanton@crick.ac.uk.; Oncogene Biology Laboratory, The Francis Crick Institute, London, UK. julian.downward@crick.ac.uk.; Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK. george.kassiotis@crick.ac.uk.",george.kassiotis@crick.ac.uk.
37046093,Genomic-transcriptomic evolution in lung cancer and metastasis.,2023,"Hill, Mark S; Demeulemeester, Jonas; Larose Cadieux, Elizabeth; Rowan, Andrew; Pich, Oriol; Colliver, Emma; Castignani, Carla; Watkins, Thomas B K; Cook, Daniel E; Rosenthal, Rachel; Wilson, Gareth A; de Carné Trécesson, Sophie; Van Loo, Peter","Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Cancer Genomics Laboratory, The Francis Crick Institute, London, UK.; Cancer Genomics Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Cancer Genomics Laboratory, The Francis Crick Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute and University College London Cancer Institute, London, UK.; Oncogene Biology Laboratory, The Francis Crick Institute, London, UK.; Cancer Genomics Laboratory, The Francis Crick Institute, London, UK.",nicholas.mcgranahan.10@ucl.ac.uk.
37045997,Body composition and lung cancer-associated cachexia in TRACERx.,2023,"Collins, Susie; Popuri, Karteek","Early Clinical Development, Pfizer UK Ltd, Cambridge, UK.; Department of Computer Science, Memorial University of Newfoundland, St. John's, Newfoundland and Labrador, Burnaby, Canada.",Charles.swanton@crick.ac.uk.
37025758,Phase II multicenter trial combining nivolumab and radiosurgery for NSCLC and RCC brain metastases.,2023,"Keshavarzi, Sareh","Department of Biostatistics, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.",None
37025260,A transcriptomics approach to expand therapeutic options and optimize clinical trials in oncology.,2023,"Zhang, Baolin","Office of Biotechnology Products (OBP), Center for Drug Evaluation and Research (CDER), Food and Drug Administration (FDA), Silver Spring, MA, USA.",None
37024582,Genomic and transcriptomic analysis of checkpoint blockade response in advanced non-small cell lung cancer.,2023,"Rizvi, Naiyer","Synthekine, Inc., Menlo Park, CA, USA.",jgainor@mgh.harvard.edu.
37021770,Cost-effectiveness of adjuvant atezolizumab for patients with stage II-IIIA PD-L1+ non-small-cell lung cancer.,2023,"Ogale, Sarika; Jovanoski, Nick; Johnson, Ann; Nguyen, Caroline; Bhagwakar, Jan; Lee, Janet S","Genentech Inc, South San Francisco, CA 94080, USA.; F. Hoffmann-La Roche Ltd, 4070 Basel, Switzerland.; Genentech Inc, South San Francisco, CA 94080, USA.; Genentech Inc, South San Francisco, CA 94080, USA.; Genentech Inc, South San Francisco, CA 94080, USA.; Genentech Inc, South San Francisco, CA 94080, USA.",None
37017806,Genomic Landscape of Primary Resistance to Osimertinib Among Hispanic Patients with EGFR-Mutant Non-Small Cell Lung Cancer (NSCLC): Results of an Observational Longitudinal Cohort Study.,2023,"Arrieta, Oscar; Rojas, Leonardo; Zatarain-Barrón, Zyanya Lucia; Malapelle, Umberto; Rosell, Rafael","Thoracic Oncology Unit and Personalized Oncology Laboratory, National Cancer Institute (INCan), México City, Mexico.; Thoracic Oncology Unit and Personalized Oncology Laboratory, National Cancer Institute (INCan), México City, Mexico.; Thoracic Oncology Unit and Personalized Oncology Laboratory, National Cancer Institute (INCan), México City, Mexico.; Predictive Molecular Pathology Laboratory, Department of Public Health, University Federico II of Naples, Naples, Italy.; Cancer Biology and Precision Medicine Program, Germans Trias i Pujol Research Institute (IGTP)/Dr. Rosell Oncology Institute (IOR) Quirón-Dexeus University Institute, Barcelona, Spain.",acardona@fctic.org.
37016126,"First-in-human study of oleclumab, a potent, selective anti-CD73 monoclonal antibody, alone or in combination with durvalumab in patients with advanced solid tumors.",2023,"Bendell, Johanna; Wise-Draper, Trisha","Sarah Cannon Research Institute, Nashville, TN, USA. Johanna.bendell@roche.com.; University of Cincinnati Cancer Center, Cincinnati, OH, USA.",Johanna.bendell@roche.com.
37003208,Real-world treatment patterns and outcomes of patients with metastatic nonsquamous non-small cell lung cancer after progression on standard-of-care therapy in the United States.,2023,"Divan, Hozefa A; Krishna, Ashok","Sanofi, Inc., 450 Water Street, Cambridge, MA 02142, USA. Electronic address: hozefa.divan@sanofi.com.; Sanofi, Inc., 450 Water Street, Cambridge, MA 02142, USA.",hozefa.divan@sanofi.com.
37001526,Lineage tracing reveals clonal progenitors and long-term persistence of tumor-specific T cells during immune checkpoint blockade.,2023/Apr/10,"Sauter, Jennifer L; Baine, Marina K; Gigoux, Mathieu; Wolchok, Jedd D; Merghoub, Taha; Chow, Andrew","Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA.; Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA.; Ludwig Collaborative and Swim Across America Laboratory, Memorial Sloan Kettering Cancer Center, New York, NY, USA.; Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Weill Cornell Medical College, New York, NY, USA; Parker Institute for Cancer Immunotherapy, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Ludwig Collaborative and Swim Across America Laboratory, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA.; Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Weill Cornell Medical College, New York, NY, USA; Parker Institute for Cancer Immunotherapy, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Ludwig Collaborative and Swim Across America Laboratory, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY, USA.; Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY, USA; Weill Cornell Medical College, New York, NY, USA; Ludwig Collaborative and Swim Across America Laboratory, Memorial Sloan Kettering Cancer Center, New York, NY, USA. Electronic address: chowa1@mskcc.org.",satpathy@stanford.edu.
36997937,Septin-3 autoimmunity in patients with paraneoplastic cerebellar ataxia.,2023/Mar/30,"Borowski, Kathrin; Teegen, Bianca; Ruprecht, Klemens","Clinical Immunological Laboratory Prof. Dr. med. Winfried Stöcker, Lübeck, Germany.; Clinical Immunological Laboratory Prof. Dr. med. Winfried Stöcker, Lübeck, Germany.; Department of Neurology, Charité - Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Berlin, Germany.",sven.jarius@med.uni-heidelberg.de.
36996322,"Osimertinib and Selpercatinib Efficacy, Safety, and Resistance in a Multicenter, Prospectively Treated Cohort of EGFR-Mutant and RET Fusion-Positive Lung Cancers.",2023/Aug/15,"Rajappa, Senthil","Basavatarakam Indo-American Cancer Hospital and Research Institute, Nandi Nagar, Banjara Hills, Hyderabad, Telangana, India.",None
